Component_ID,Component_Type,Vibration,Temperature,Pressure,Operating_Hours,Remaining_Useful_Life,Machine_ID,Timestamp,Last_Service_Date
CMP0396,Engine,1.1284509287251188,64.2391618514627,233.49811269729133,4482,311,M019,2025-06-25 02:38:21,2024-07-03 02:38:21
CMP0397,Engine,3.633353444228766,75.69125370639073,263.38319389456933,2808,261,M019,2025-01-24 17:14:31,2024-05-26 17:14:31
CMP0398,Engine,4.001867580051725,77.66044629690286,291.25975618961786,2454,301,M008,2025-09-14 01:48:33,2025-04-03 01:48:33
CMP0399,Hydraulic Cylinder,4.842381706109296,72.90267742428308,269.6020172737669,859,486,M016,2025-06-12 15:26:56,2025-04-17 15:26:56
CMP0400,Gear,4.292823902819204,100.0,193.86318262919778,489,249,M016,2025-08-03 08:32:24,2025-06-09 08:32:24
CMP0401,Engine,1.424858597556334,87.87510496361237,219.76942467168766,4213,304,M011,2025-05-31 19:24:41,2024-05-31 19:24:41
CMP0402,Gear,3.0047049736649254,79.00514047367163,246.72516083633553,4812,50,M001,2025-02-25 11:25:25,2024-02-26 11:25:25
CMP0403,Gear,3.439793908504927,82.74453752257354,253.8013556425488,4073,50,M011,2025-06-01 00:47:11,2024-08-11 00:47:11
CMP0404,Engine,0.7413653362200971,46.6885098906108,100.64153672900065,2010,789,M014,2025-06-26 08:01:05,2025-02-06 08:01:05
CMP0405,Hydraulic Cylinder,3.684736030310377,46.00835765936611,235.83781735126075,3636,231,M011,2025-03-05 07:06:09,2024-03-05 07:06:09
CMP0406,Engine,2.003218067232077,71.16833738355105,272.71878436980995,1881,608,M006,2025-04-04 09:31:51,2024-12-16 09:31:51
CMP0407,Gear,3.5640528157468547,100.0,300.0,3358,50,M015,2025-01-10 10:12:14,2024-05-10 10:12:14
CMP0408,Hydraulic Cylinder,4.597096355117474,70.44216312921452,114.87889904228321,450,521,M011,2025-08-02 18:53:27,2025-06-30 18:53:27
CMP0409,Engine,0.9691664902368675,60.704424700694716,90.24900645770107,1495,685,M011,2025-05-06 00:35:27,2025-02-21 00:35:27
CMP0410,Hydraulic Cylinder,1.4822588140562751,42.2390084713939,207.08202084279054,1877,606,M016,2025-01-28 06:06:50,2024-09-19 06:06:50
CMP0411,Engine,3.4688996345949135,54.49142432749561,258.2014948225296,101,790,M005,2025-07-23 02:08:52,2025-07-23 02:08:52
CMP0412,Gear,5.0,73.49553603510923,90.07993936238302,3084,116,M015,2025-03-31 06:54:40,2024-03-31 06:54:40
CMP0413,Engine,4.083033577177765,97.68632103309272,242.97127516617462,4356,115,M020,2025-02-09 07:09:33,2024-04-03 07:09:33
CMP0414,Gear,1.2434958333756454,55.45911143071838,173.82120354376755,1467,470,M003,2025-02-23 21:50:46,2024-09-08 21:50:46
CMP0415,Engine,3.9408547374428493,69.10155544736782,235.56419456184452,626,534,M004,2025-01-13 19:04:22,2024-11-02 19:04:22
CMP0416,Engine,1.6553799175088895,95.23164344046654,280.4394595685354,4854,122,M018,2025-04-23 15:16:03,2024-05-23 15:16:03
CMP0417,Hydraulic Cylinder,3.0681152147563697,96.50876918193856,98.82401539466379,1994,443,M002,2025-07-19 09:10:25,2024-11-15 09:10:25
CMP0418,Gear,4.7380123321861705,56.054060010205504,126.32353478245427,1955,266,M004,2025-01-24 02:17:07,2024-08-29 02:17:07
CMP0419,Gear,4.325651347564122,55.83522813224697,203.98386962827288,3640,73,M008,2025-02-27 10:36:17,2024-04-17 10:36:17
CMP0420,Hydraulic Cylinder,2.2098251143318546,99.98400231304524,64.92069972704081,3618,264,M010,2025-01-26 11:38:41,2024-01-27 11:38:41
CMP0421,Hydraulic Cylinder,5.0,48.57823571863708,151.8011532918884,3256,303,M004,2025-04-09 12:49:37,2024-06-01 12:49:37
CMP0422,Engine,0.789869783710607,79.21426594926481,211.2775771731347,316,815,M013,2025-06-25 16:43:15,2025-06-17 16:43:15
CMP0423,Gear,1.210714575508531,99.11328005848497,69.42641309334866,2045,326,M014,2025-08-06 23:06:35,2025-04-02 23:06:35
CMP0424,Engine,1.3616233016198263,100.0,226.23070340733747,2495,427,M012,2025-06-11 14:12:33,2024-08-16 14:12:33
CMP0425,Engine,1.5529631119339715,90.65736726310365,255.5729871494404,2629,389,M016,2025-07-27 17:56:35,2024-11-04 17:56:35
CMP0426,Engine,3.9362916007966953,59.17091713747861,251.32270177837057,1318,570,M004,2025-02-21 12:07:35,2024-10-18 12:07:35
CMP0427,Gear,5.0,58.90655593294913,217.37342627518044,472,413,M003,2025-01-16 03:23:24,2024-11-06 03:23:24
CMP0428,Hydraulic Cylinder,4.772757571497312,59.27775422490925,227.38203745896033,521,539,M008,2025-08-24 00:05:09,2025-07-10 00:05:09
CMP0429,Gear,0.9328732151432877,74.89165623469397,91.44586265130894,3361,248,M017,2025-08-18 03:56:40,2025-01-11 03:56:40
CMP0430,Gear,1.8952547335991996,57.863187673725115,300.0,4354,50,M004,2025-04-28 10:38:13,2024-04-28 10:38:13
CMP0431,Engine,3.0102961100699446,97.9100193852232,194.2368864800519,4854,50,M012,2025-03-10 11:18:19,2024-03-10 11:18:19
CMP0432,Engine,2.6058698151283504,47.76323649160894,136.54158049855985,1067,782,M006,2025-02-04 13:35:56,2024-12-11 13:35:56
CMP0433,Engine,3.238365297664501,51.664533646503855,201.6231034469076,3582,374,M007,2025-06-28 18:28:07,2024-06-28 18:28:07
CMP0434,Engine,3.594368552868578,47.03587850186141,94.36153525006729,3107,468,M019,2025-02-11 10:46:28,2024-04-29 10:46:28
CMP0435,Hydraulic Cylinder,4.1445867133636565,84.62718375532295,276.40334959520254,4321,50,M017,2025-05-04 14:21:29,2024-05-20 14:21:29
CMP0436,Gear,3.6994071764695127,60.56396724238099,300.0,1993,227,M008,2025-08-31 14:56:39,2025-02-04 14:56:39
CMP0437,Hydraulic Cylinder,2.136938658457079,98.26766548624737,285.0029217028439,3641,183,M019,2025-02-15 03:32:22,2024-07-20 03:32:22
CMP0438,Gear,3.5432229254621435,100.0,300.0,4572,50,M016,2025-08-11 13:05:11,2024-08-11 13:05:11
CMP0439,Gear,1.903958724074589,86.55214200354793,143.5657817375714,1126,487,M007,2025-03-23 21:09:32,2024-12-21 21:09:32
CMP0440,Engine,0.18482361528385882,64.60075882908079,167.52732327688784,484,940,M013,2025-06-16 10:01:46,2025-05-17 10:01:46
CMP0441,Hydraulic Cylinder,1.1993465228776845,92.50850449230822,220.2275241054644,3309,309,M018,2025-08-23 12:08:24,2025-01-28 12:08:24
CMP0442,Engine,4.176244114982192,73.7099232976071,300.0,4836,75,M010,2025-03-18 13:42:50,2024-03-18 13:42:50
CMP0443,Engine,1.7087714979809117,92.01675304510933,292.1506167638081,3874,213,M014,2025-03-16 05:09:57,2024-08-23 05:09:57
CMP0444,Gear,1.840568055367862,79.50800618192494,228.91653812652726,3499,102,M004,2025-08-22 00:52:22,2024-12-06 00:52:22
CMP0445,Hydraulic Cylinder,2.4910765412394906,67.91527478861254,192.30835646477738,1827,572,M005,2025-07-28 12:35:50,2025-03-02 12:35:50
CMP0446,Hydraulic Cylinder,5.0,94.40146430283436,250.41905857523,3831,50,M018,2025-01-29 00:35:11,2024-06-11 00:35:11
CMP0447,Gear,3.023431098605638,58.28237744332907,142.84854303278095,27,509,M002,2025-05-30 12:39:05,2025-05-12 12:39:05
CMP0448,Gear,4.64149805462848,76.0971668890365,300.0,3850,50,M019,2025-02-27 09:52:32,2024-04-25 09:52:32
CMP0449,Hydraulic Cylinder,3.622998264886844,91.23422341017928,254.66802795722194,2791,214,M003,2025-04-11 21:23:04,2024-09-09 21:23:04
CMP0450,Engine,3.3934407691450197,100.0,135.72419332707364,4080,194,M004,2025-08-21 17:14:07,2024-08-21 17:14:07
CMP0451,Hydraulic Cylinder,2.233563647122637,49.40139333940847,185.44283940208834,761,723,M004,2025-08-16 01:17:15,2025-06-26 01:17:15
CMP0452,Hydraulic Cylinder,4.14293490774973,85.70543336126742,60.23415067728292,1231,479,M017,2025-06-30 18:51:48,2025-03-23 18:51:48
CMP0453,Hydraulic Cylinder,1.3336811379117548,46.03740156099164,73.35996778144386,2517,764,M012,2025-04-05 21:17:07,2024-07-29 21:17:07
CMP0454,Gear,5.0,91.1834823162896,154.05390765228393,2890,50,M003,2025-04-15 13:53:32,2024-09-11 13:53:32
CMP0455,Hydraulic Cylinder,4.335586595959335,75.71053266094192,173.57610611868154,3747,159,M017,2025-05-27 02:56:55,2024-08-22 02:56:55
CMP0456,Engine,4.416415014687556,62.126413077903095,159.86490788512666,1108,543,M012,2025-06-20 19:46:42,2025-04-01 19:46:42
CMP0457,Hydraulic Cylinder,3.644064768959846,95.23784191968522,146.77120153931156,1956,306,M020,2025-05-24 22:50:46,2024-12-15 22:50:46
CMP0458,Hydraulic Cylinder,4.838688263863186,49.35236455693299,55.56110698934809,1139,605,M017,2025-01-18 08:01:49,2024-09-23 08:01:49
CMP0459,Engine,3.209350262362523,68.87317798551372,281.4080001015276,146,753,M005,2025-06-01 02:59:14,2025-05-22 02:59:14
CMP0460,Engine,2.0633217939563626,48.95505285025231,230.12815173352175,130,856,M010,2025-06-26 22:22:53,2025-06-26 22:22:53
CMP0461,Engine,2.632186548549396,85.40385277942389,248.04564839775503,3297,334,M010,2025-03-05 07:02:11,2024-05-30 07:02:11
CMP0462,Gear,3.5949314234791427,86.08758856093523,289.46539703249476,4686,50,M005,2025-07-13 23:22:53,2024-07-13 23:22:53
CMP0463,Engine,3.191229876653107,99.41586455612232,96.34515294798612,811,615,M004,2025-05-01 23:56:34,2025-02-26 23:56:34
CMP0464,Hydraulic Cylinder,2.79117968305034,87.46539201584929,132.0791652693552,1597,544,M018,2025-01-18 00:23:25,2024-09-15 00:23:25
CMP0465,Gear,4.817908043405571,83.04279067006543,240.5879114341911,252,390,M001,2025-05-16 05:17:10,2025-04-16 05:17:10
CMP0466,Engine,4.444094787594536,95.77056905140776,266.72352632973565,3789,90,M011,2025-05-27 09:24:12,2024-08-03 09:24:12
CMP0467,Gear,1.8001094306851344,98.42587190292089,128.622220527044,2649,185,M015,2025-05-09 02:44:08,2024-08-04 02:44:08
CMP0468,Gear,0.7709508521976642,100.0,140.62896319825236,1077,462,M006,2025-08-04 02:30:53,2025-04-22 02:30:53
CMP0469,Engine,1.8310829727747553,53.30861147041991,188.5085386438781,3501,527,M009,2025-03-16 17:34:11,2024-08-07 17:34:11
CMP0470,Gear,3.9522016009796004,66.51971696564955,126.1314559563353,4152,50,M019,2025-06-26 03:07:28,2024-07-02 03:07:28
CMP0471,Gear,5.0,68.93753746450292,222.63041390376551,70,433,M014,2025-02-17 04:49:51,2025-01-27 04:49:51
CMP0472,Engine,4.019570205350242,88.67452873304,179.97793377056703,4276,169,M018,2025-06-22 06:02:22,2024-08-30 06:02:22
CMP0473,Engine,2.720324510903698,88.62739675493141,168.444887576869,4022,217,M010,2025-03-19 06:56:22,2024-05-23 06:56:22
CMP0474,Hydraulic Cylinder,3.329228220748641,74.38651816713892,148.954870208592,4221,236,M019,2025-06-02 17:44:21,2024-08-29 17:44:21
CMP0475,Hydraulic Cylinder,1.2500799907367524,40.0,195.62928349169235,89,882,M020,2025-03-07 10:03:59,2025-02-27 10:03:59
CMP0476,Gear,1.6856244123943585,51.79276401931878,123.86178893490435,3177,283,M005,2025-02-26 10:17:42,2024-05-21 10:17:42
CMP0477,Gear,0.7415598535012808,96.1363883775365,179.24140638935245,1852,355,M006,2025-01-06 20:47:56,2024-09-10 20:47:56
CMP0478,Hydraulic Cylinder,1.7353738836323522,61.04815514903627,290.1211412965037,4105,183,M006,2025-04-26 22:15:38,2024-05-02 22:15:38
CMP0479,Gear,5.0,92.84598029352185,300.0,1172,217,M012,2025-02-07 10:02:33,2024-10-26 10:02:33
CMP0480,Hydraulic Cylinder,3.310974436729319,59.91153936916179,213.6598626310125,2917,389,M008,2025-08-13 20:18:02,2024-12-07 20:18:02
CMP0481,Gear,4.404723058786431,60.36185287132986,221.18697409192882,4469,50,M009,2025-04-14 11:39:26,2024-04-14 11:39:26
CMP0482,Engine,1.7194251313941704,62.192501038605286,146.15798413365556,2346,613,M008,2025-03-13 07:05:02,2024-10-15 07:05:02
CMP0483,Gear,5.0,77.84805136193488,192.00349832584305,955,345,M020,2025-04-01 03:47:28,2025-01-03 03:47:28
CMP0484,Hydraulic Cylinder,5.0,59.7434955270116,221.1853780548103,2887,262,M011,2025-09-08 04:10:28,2024-11-10 04:10:28
CMP0485,Engine,2.665564767911873,48.42104446971957,222.6416991700131,1466,668,M004,2025-08-15 05:39:53,2025-05-18 05:39:53
CMP0486,Hydraulic Cylinder,4.617592658819148,51.9381607930188,154.35125222793988,3145,287,M011,2025-07-05 11:48:45,2024-08-07 11:48:45
CMP0487,Gear,4.102694920798864,96.23973493943444,71.210075069909,972,373,M015,2025-01-14 03:14:08,2024-10-03 03:14:08
CMP0488,Gear,2.0172485430074563,66.75988031484127,110.39982887498614,2820,266,M005,2025-01-27 13:11:20,2024-07-08 13:11:20
CMP0489,Gear,3.7857925430527986,72.66809520565691,287.9321131090084,1502,233,M011,2025-04-02 01:20:31,2024-11-07 01:20:31
CMP0490,Engine,2.7971174402039254,89.96749927849872,204.7378952837897,940,549,M014,2025-04-08 00:21:04,2024-12-25 00:21:04
CMP0491,Gear,1.793568802504271,74.07035151923914,234.41115920382475,2476,221,M013,2025-06-29 22:00:46,2024-09-03 22:00:46
CMP0492,Hydraulic Cylinder,3.4004960663099775,73.99378550531564,227.12237775249997,1326,523,M012,2025-04-05 15:44:17,2024-11-16 15:44:17
CMP0493,Engine,1.32818815269629,82.97524651138868,124.09799799938713,2256,585,M015,2025-02-28 23:25:30,2024-08-16 23:25:30
CMP0494,Engine,2.5213278758079265,49.55190988540433,154.22014975909352,684,786,M009,2025-09-14 23:20:10,2025-08-10 23:20:10
CMP0495,Hydraulic Cylinder,2.423556095678996,60.240111296371936,144.82183526612556,1044,586,M019,2025-03-12 15:48:37,2024-12-25 15:48:37
CMP0496,Gear,5.0,64.93720503737048,86.28257523906873,3555,146,M001,2025-09-10 22:15:44,2024-12-08 22:15:44
CMP0497,Hydraulic Cylinder,2.36139912730159,99.39378866739594,194.56377032074099,2488,296,M007,2025-05-05 22:49:16,2024-08-01 22:49:16
CMP0498,Engine,2.7452116556805994,49.17259619906183,124.51419110009076,811,808,M009,2025-03-13 03:51:59,2024-12-05 03:51:59
CMP0499,Hydraulic Cylinder,0.8297157205073935,51.632325299646155,229.1944141847017,98,768,M013,2025-07-14 05:10:46,2025-07-07 05:10:46
CMP0500,Gear,5.0,61.295587008064466,75.35477935500823,456,335,M006,2025-01-05 02:37:34,2024-11-24 02:37:34
CMP0501,Engine,4.043849866831906,99.64198927796319,157.2077900442063,1349,437,M018,2025-02-04 13:24:57,2024-10-23 13:24:57
CMP0502,Engine,1.6411879738016146,85.68189027674175,180.2657961729353,1342,545,M003,2025-01-16 16:28:12,2024-07-26 16:28:12
CMP0503,Hydraulic Cylinder,3.0757481201235626,89.2401052139339,143.4782842844998,4816,127,M007,2025-07-28 22:05:45,2024-07-28 22:05:45
CMP0504,Engine,2.141814957428445,54.71336627430822,93.72769252715302,2397,661,M004,2025-01-22 10:57:28,2024-08-05 10:57:28
CMP0505,Hydraulic Cylinder,4.1214336155757225,64.21347507114072,112.84787758157482,4615,136,M014,2025-07-12 13:29:34,2024-07-12 13:29:34
CMP0506,Gear,4.232380554532604,97.53528041137918,300.0,4980,50,M016,2025-07-05 01:01:39,2024-07-05 01:01:39
CMP0507,Hydraulic Cylinder,5.0,83.98267190940608,225.24264200570892,2402,199,M018,2025-06-11 01:01:07,2024-11-08 01:01:07
CMP0508,Engine,4.936349509000772,67.4892396393186,280.77153529407553,4669,84,M011,2025-06-22 03:40:22,2024-10-11 03:40:22
CMP0509,Gear,5.0,95.05898972408684,156.36145658489897,1133,213,M016,2025-02-02 04:47:42,2024-09-26 04:47:42
CMP0510,Gear,3.1119170254622515,69.86380137770584,300.0,3747,50,M019,2025-05-13 19:09:18,2024-07-19 19:09:18
CMP0511,Engine,2.026063109605649,75.23037387789913,124.51689101437307,2843,447,M003,2025-05-08 11:14:54,2024-05-08 11:14:54
CMP0512,Hydraulic Cylinder,1.1398518196125917,78.1459237221956,89.91930395132103,3107,386,M007,2025-07-18 00:23:36,2024-07-26 00:23:36
CMP0513,Hydraulic Cylinder,3.3839165244031277,67.76095227007696,169.91196989637757,3724,147,M002,2025-04-14 08:05:49,2024-05-25 08:05:49
CMP0514,Gear,0.8435829085655806,70.40015066938825,230.62524550709358,498,557,M014,2025-08-25 12:37:58,2025-06-25 12:37:58
CMP0515,Engine,2.1231012799251854,75.68550174663399,268.18352017629957,462,700,M001,2025-01-19 08:48:34,2024-12-23 08:48:34
CMP0516,Hydraulic Cylinder,4.28071976088285,77.81107217553797,229.83790488269753,3911,163,M001,2025-01-22 03:57:00,2024-02-02 03:57:00
CMP0517,Hydraulic Cylinder,3.293572087851253,90.76025224903663,259.1260068664436,2590,264,M013,2025-03-04 08:26:06,2024-07-09 08:26:06
CMP0518,Gear,2.47038062617661,100.0,300.0,3015,50,M001,2025-03-09 12:59:38,2024-07-16 12:59:38
CMP0519,Engine,1.8624049492433095,90.20942437348207,121.97875695385414,993,638,M010,2025-08-22 20:18:50,2025-06-17 20:18:50
CMP0520,Gear,0.8855319660762708,97.11411597895038,73.42423262639336,2625,310,M007,2025-01-22 17:39:42,2024-07-05 17:39:42
CMP0521,Gear,3.739977938757023,84.80430856161163,248.86099056559354,3534,50,M006,2025-07-04 23:10:07,2024-08-06 23:10:07
CMP0522,Gear,0.9432522319446874,54.98011707911242,142.0149609813831,2678,415,M003,2025-01-21 03:18:10,2024-06-15 03:18:10
CMP0523,Hydraulic Cylinder,3.566138289666872,42.87687766281184,201.87191589271444,445,723,M020,2025-04-21 01:42:52,2025-03-18 01:42:52
CMP0524,Hydraulic Cylinder,1.286777937524591,40.28260257516158,266.0441386058032,179,822,M001,2025-08-01 20:44:06,2025-07-17 20:44:06
CMP0525,Engine,3.2732288744778213,79.92033764316257,187.32386434016746,4989,132,M018,2025-01-25 09:58:26,2024-04-06 09:58:26
CMP0526,Engine,0.819586173760194,89.7721556829944,140.15683587471017,3590,398,M008,2025-02-11 23:27:51,2024-03-27 23:27:51
CMP0527,Hydraulic Cylinder,1.3932160079523825,70.53199280669291,257.34455567249887,966,658,M005,2025-05-24 11:36:21,2025-04-03 11:36:21
CMP0528,Gear,5.0,68.7764956413446,257.62612805896237,3489,50,M012,2025-06-26 19:39:33,2024-08-12 19:39:33
CMP0529,Hydraulic Cylinder,3.50205167016986,52.48030481623565,119.27531220930507,2068,509,M005,2025-05-30 02:59:36,2025-01-06 02:59:36
CMP0530,Engine,0.6596888361317748,87.89404905333855,271.5324831373311,3240,450,M014,2025-05-14 10:58:27,2024-08-24 10:58:27
CMP0531,Engine,1.2913159680310375,80.64862754043452,141.99589037960928,1950,668,M006,2025-07-19 11:45:58,2025-03-03 11:45:58
CMP0532,Engine,1.6746614771988986,66.91494774825387,237.16924192089795,4988,268,M018,2025-05-15 12:41:23,2024-07-21 12:41:23
CMP0533,Gear,4.863991360020176,100.0,300.0,2176,50,M009,2025-02-20 08:31:58,2024-07-19 08:31:58
CMP0534,Gear,2.211611730209562,69.63727183854506,264.16809043290624,4519,50,M018,2025-01-21 10:48:20,2024-01-22 10:48:20
CMP0535,Gear,5.0,66.35064126358097,280.4902566440417,4616,50,M009,2025-05-28 07:21:46,2024-07-10 07:21:46
CMP0536,Hydraulic Cylinder,2.40050204201831,80.3346452722545,204.35610040972827,4124,183,M002,2025-06-25 04:02:55,2024-11-10 04:02:55
CMP0537,Hydraulic Cylinder,2.6528460202591795,82.77744949662407,196.582114003587,3941,195,M018,2025-06-21 15:35:30,2024-08-06 15:35:30
CMP0538,Gear,5.0,88.60468257707113,103.44538668416625,2455,87,M007,2025-03-16 13:36:33,2024-09-05 13:36:33
CMP0539,Engine,2.2865560159849436,94.13601562851694,161.7137948581994,1040,603,M007,2025-06-05 17:43:35,2025-03-11 17:43:35
CMP0540,Engine,3.2809340197323142,61.707423767939126,72.42037097003372,1060,722,M008,2025-01-16 07:48:56,2024-09-19 07:48:56
CMP0541,Gear,4.216220756687993,47.2769872167013,185.5324505832909,1793,328,M013,2025-05-11 11:27:27,2025-01-15 11:27:27
CMP0542,Engine,0.8225895105749866,46.82965471055961,171.49451623081427,1995,764,M015,2025-07-25 09:55:18,2025-02-07 09:55:18
CMP0543,Hydraulic Cylinder,5.0,73.78727592681135,128.26790903629256,4710,50,M006,2025-06-30 15:25:06,2024-06-30 15:25:06
CMP0544,Gear,5.0,52.27712001508146,275.12737618493225,4681,50,M014,2025-01-17 22:55:43,2024-01-18 22:55:43
CMP0545,Gear,0.8181128365568169,79.64524407474025,121.91377579347143,2342,385,M012,2025-04-29 22:14:54,2024-09-19 22:14:54
CMP0546,Gear,5.0,74.9104069597893,195.10446808947336,2623,89,M013,2025-06-09 05:26:48,2024-10-24 05:26:48
CMP0547,Hydraulic Cylinder,0.9673476170115695,90.05607535868391,284.9819569990414,4772,130,M004,2025-04-03 02:24:01,2024-05-30 02:24:01
CMP0548,Hydraulic Cylinder,2.30164465909509,83.49387118996056,110.27161583914548,3533,244,M014,2025-02-06 03:05:54,2024-02-07 03:05:54
CMP0549,Gear,4.059621886853226,75.81309319043429,138.34329216818315,4801,50,M020,2025-08-28 16:47:43,2024-08-28 16:47:43
CMP0550,Hydraulic Cylinder,1.9897145268188683,100.0,184.8837159572666,4672,107,M018,2025-03-15 00:48:09,2024-04-27 00:48:09
CMP0551,Engine,3.096598074308423,85.69605729013782,65.53238998808312,2226,561,M005,2025-04-22 19:20:52,2024-09-09 19:20:52
CMP0552,Gear,4.7874640638243156,72.22133545298063,267.11769487414966,2463,93,M014,2025-02-22 01:17:35,2024-09-14 01:17:35
CMP0553,Gear,5.0,100.0,78.69216372392094,1529,148,M005,2025-04-12 08:00:35,2024-11-04 08:00:35
CMP0554,Hydraulic Cylinder,2.198568101379535,94.13014342820726,247.86456318027754,4188,61,M011,2025-06-14 20:29:03,2024-06-14 20:29:03
CMP0555,Engine,2.705055345493461,99.12324010662803,271.0647412453586,2139,323,M003,2025-06-21 08:17:31,2025-01-09 08:17:31
CMP0556,Engine,3.9148952394673873,58.007552411076766,131.38001464664123,2896,400,M003,2025-01-18 06:36:58,2024-05-03 06:36:58
CMP0557,Gear,5.0,64.6323912490922,90.06361335532895,4878,50,M001,2025-02-16 19:46:03,2024-03-20 19:46:03
CMP0558,Gear,4.227134386181993,60.572335830383196,300.0,2333,116,M018,2025-09-01 10:23:12,2025-03-31 10:23:12
CMP0559,Engine,1.9936465870005946,64.94204677060986,235.7310950653873,4878,284,M019,2025-01-06 00:29:20,2024-03-31 00:29:20
CMP0560,Engine,0.7392206693754914,99.49280579678316,219.46397827431926,2429,503,M011,2025-07-21 12:46:31,2025-01-21 12:46:31
CMP0561,Hydraulic Cylinder,2.6574226099623597,46.42031731980476,261.0971080966147,3832,341,M001,2025-03-26 21:54:38,2024-04-16 21:54:38
CMP0562,Hydraulic Cylinder,1.371544011425628,84.16823097931254,219.3699450543373,3605,278,M012,2025-07-09 21:41:57,2024-08-16 21:41:57
CMP0563,Engine,3.412124125107777,46.28423001173454,165.99677808254756,3067,543,M011,2025-05-14 09:02:26,2024-07-24 09:02:26
CMP0564,Gear,5.0,60.55093886037088,300.0,1930,171,M011,2025-05-01 07:10:59,2024-08-07 07:10:59
CMP0565,Hydraulic Cylinder,1.2685050994676372,67.3446873576451,221.38343412462487,4512,289,M011,2025-02-26 17:05:29,2024-02-27 17:05:29
CMP0566,Engine,1.1570071287679082,80.87244004343094,153.31363142030594,1081,677,M010,2025-05-17 02:53:06,2025-03-04 02:53:06
CMP0567,Hydraulic Cylinder,0.38874805460604767,88.17138829659972,180.06658557782063,881,675,M017,2025-04-18 13:44:03,2025-01-02 13:44:03
CMP0568,Engine,0.944850161834424,88.62771862220515,234.89784897775996,2322,522,M007,2025-08-20 02:26:37,2025-02-16 02:26:37
CMP0569,Engine,4.388861167049329,100.0,223.5789441903949,3982,77,M009,2025-03-18 18:13:22,2024-09-04 18:13:22
CMP0570,Gear,2.91787217052955,71.14239645534909,137.72012397027737,175,482,M011,2025-03-21 09:11:49,2025-02-22 09:11:49
CMP0571,Hydraulic Cylinder,1.7478982418226663,71.65295024587314,59.50103851506574,1706,684,M004,2025-09-02 06:05:25,2025-04-08 06:05:25
CMP0572,Engine,3.8926614763479246,57.34984664241671,206.7348622312156,4240,195,M010,2025-04-11 03:25:41,2024-04-11 03:25:41
CMP0573,Engine,4.6869335265946255,77.05200717612495,241.36888367275685,2805,248,M020,2025-05-10 16:07:51,2024-09-17 16:07:51
CMP0574,Engine,4.20895688567746,99.74996927409656,118.57835204603255,1981,380,M006,2025-05-22 10:58:48,2024-10-20 10:58:48
CMP0575,Hydraulic Cylinder,2.775875995556847,58.85558381645434,230.9180759458527,3031,440,M010,2025-02-13 23:36:16,2024-06-24 23:36:16
CMP0576,Hydraulic Cylinder,0.9097392287882993,67.60128630770517,160.5683968591253,719,708,M016,2025-05-27 09:04:00,2025-04-15 09:04:00
CMP0577,Engine,2.9693822775999466,78.0497501037467,272.1127343708507,478,682,M020,2025-08-22 03:49:44,2025-07-21 03:49:44
CMP0578,Hydraulic Cylinder,2.276549128133496,91.3660515967884,122.30249145680595,899,637,M003,2025-06-12 14:30:02,2025-03-24 14:30:02
CMP0579,Hydraulic Cylinder,0.9815938946815743,65.38884975655469,198.06527529069638,1462,701,M014,2025-04-18 22:04:29,2024-10-23 22:04:29
CMP0580,Hydraulic Cylinder,2.152185550545461,74.46404264018379,85.32902312755783,3449,309,M010,2025-03-21 21:14:38,2024-09-22 21:14:38
CMP0581,Hydraulic Cylinder,3.72512474702389,56.41432345650382,148.51243795606226,1823,507,M003,2025-03-07 18:48:15,2024-10-29 18:48:15
CMP0582,Gear,5.0,55.99972983278325,137.02513171010065,1692,244,M014,2025-02-25 06:18:06,2024-07-23 06:18:06
CMP0583,Gear,1.317337634695321,98.5617208750133,252.40311389233904,4491,50,M015,2025-04-14 03:30:58,2024-04-14 03:30:58
CMP0584,Hydraulic Cylinder,2.683757826017815,70.4023805055617,72.17415594953006,1289,552,M002,2025-05-12 00:18:44,2024-12-06 00:18:44
CMP0585,Gear,2.4045278484152552,72.0834509319269,266.1924744880608,783,437,M011,2025-06-21 05:20:12,2025-02-19 05:20:12
CMP0586,Gear,5.0,100.0,145.4917673175106,667,211,M009,2025-08-28 01:12:03,2025-06-21 01:12:03
CMP0587,Engine,4.317611933121846,100.0,298.1430698468757,4690,50,M016,2025-04-26 02:29:50,2024-04-26 02:29:50
CMP0588,Hydraulic Cylinder,1.2194401800641634,63.12755663996801,168.47483103386406,211,843,M006,2025-06-02 16:49:11,2025-05-15 16:49:11
CMP0589,Gear,3.1342595056160603,100.0,300.0,4018,50,M009,2025-03-01 08:36:42,2024-06-14 08:36:42
CMP0590,Engine,1.0019031588663283,100.0,186.83368216249926,4609,202,M020,2025-04-20 09:26:34,2024-08-14 09:26:34
CMP0591,Gear,2.7509313322069997,79.66847260757258,214.69024300596234,4626,50,M001,2025-08-05 08:16:52,2024-08-05 08:16:52
CMP0592,Hydraulic Cylinder,2.5843367472659895,85.74112857857752,121.34092588479588,3996,144,M001,2025-06-06 10:15:41,2024-08-27 10:15:41
CMP0593,Engine,3.3721211729717475,98.76033600405096,159.65607715059306,3333,276,M006,2025-04-10 23:27:12,2024-06-28 23:27:12
CMP0594,Engine,1.0349126579796624,86.49097915869612,217.68806720238084,4336,295,M003,2025-06-22 13:55:59,2024-06-22 13:55:59
